es_code	es_name	gene_id	gene_id_type	confidence	evidence_source	functional_role	pathway_context	notes
2.1.1.1	Decomposing wastes or polluting substances	K11947	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	nidD
2.1.1.1	Decomposing wastes or polluting substances	K11948	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	phdI
2.1.1.1	Decomposing wastes or polluting substances	K11949	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	phdJ
2.1.1.1	Decomposing wastes or polluting substances	K12526	KO	0.6	foam	producer	08_Hydrocarbon degradation / Aromatic carboxylic acid degradation	lysAC
2.1.1.1	Decomposing wastes or polluting substances	K14269	KO	0.6	foam	producer	08_Hydrocarbon degradation / BTEX and related aromatics degradation	
2.1.1.1	Decomposing wastes or polluting substances	K14578	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	nahAb, nagAb, ndoA, nbzAb, dntAb
2.1.1.1	Decomposing wastes or polluting substances	K14579	KO	0.75	literature:PMID:26441948	producer	Aromatic ring cleavage	gentisate 1,2-dioxygenase; aromatic contaminant ring opening
2.1.1.1	Decomposing wastes or polluting substances	K14580	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	nahAd, ndoC, nbzAd, dntAd
2.1.1.1	Decomposing wastes or polluting substances	K14581	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	nahAa, nagAa, ndoR, nbzAa, dntAa
2.1.1.1	Decomposing wastes or polluting substances	K14582	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	nahB, doxE
2.1.1.1	Decomposing wastes or polluting substances	K14599	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	dbfA1
2.1.1.1	Decomposing wastes or polluting substances	K14600	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	dbfA2
2.1.1.1	Decomposing wastes or polluting substances	K14601	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	flnB
2.1.1.1	Decomposing wastes or polluting substances	K14602	KO	0.6	foam	producer	08_Hydrocarbon degradation / Polycyclic aromatic hydrocarbon degradation	flnD1
2.1.1.1	Decomposing wastes or polluting substances	K14603	KO	0.6	foam	producer	08_Hydrocarbon degradation / Hydrocarbon degradation	flnD2
2.1.1.1	Decomposing wastes or polluting substances	K15054	KO	0.6	foam	producer	08_Hydrocarbon degradation / Aromatic carboxylic acid degradation	mdlB
2.1.1.1	Decomposing wastes or polluting substances	K16242	KO	0.85	kegg_decoder	producer	Benzene degradation	Benzene degradation (M00548)
2.1.1.1	Decomposing wastes or polluting substances	K16243	KO	0.85	kegg_decoder	producer	Benzene degradation	Benzene degradation (M00548)
2.1.1.1	Decomposing wastes or polluting substances	K16244	KO	0.85	kegg_decoder	producer	Benzene degradation	Benzene degradation (M00548)
2.1.1.1	Decomposing wastes or polluting substances	K16249	KO	0.85	kegg_decoder	producer	Benzene degradation	Benzene degradation (M00548)
2.1.1.1	Decomposing wastes or polluting substances	K16898	KO	0.60	kegg_decoder+literature	producer	Lipid/oil degradation	fadD variant; long-chain fatty acid CoA ligase; hydrocarbon remediation
2.1.1.1	Decomposing wastes or polluting substances	K17222	KO	0.75	kegg_decoder	transformer	Thiosulfate oxidation (Sox pathway)	Thiosulfate oxidation Sox (M00595)
2.1.1.1	Decomposing wastes or polluting substances	K17223	KO	0.75	kegg_decoder	transformer	Thiosulfate oxidation (Sox pathway)	Thiosulfate oxidation Sox (M00595)
2.1.1.1	Decomposing wastes or polluting substances	K17224	KO	0.75	kegg_decoder	transformer	Thiosulfate oxidation (Sox pathway)	Thiosulfate oxidation Sox (M00595)
2.1.1.1	Decomposing wastes or polluting substances	K17225	KO	0.75	kegg_decoder	transformer	Thiosulfate oxidation (Sox pathway)	Thiosulfate oxidation Sox (M00595)
2.1.1.1	Decomposing wastes or polluting substances	K17226	KO	0.75	kegg_decoder	transformer	Thiosulfate oxidation (Sox pathway)	Thiosulfate oxidation Sox (M00595)
2.1.1.1	Decomposing wastes or polluting substances	K18248	KO	0.75	literature:PMID:33280938	producer	Phenol degradation	pheA/dmpN phenol hydroxylase large subunit; phenol detoxification
2.1.1.1	Decomposing wastes or polluting substances	K18364	KO	0.80	literature:PMID:28258138	producer	2,4-D degradation	tfdA 2,4-D dioxygenase; herbicide degradation; Wang et al 2017
2.1.1.1	Decomposing wastes or polluting substances	K20276	KO	0.60	kegg_decoder+literature	producer	Lipid/oil degradation	fadL long-chain fatty acid transporter; imports hydrophobic pollutants for degradation
2.1.1.1	Decomposing wastes or polluting substances	K22622	KO	0.75	kegg_decoder	transformer	Thiosulfate oxidation (Sox pathway)	Thiosulfate oxidation Sox (M00595)
2.1.1.1	Decomposing wastes or polluting substances	Ligase_CoA	Pfam	0.50	kegg_decoder+literature	producer	CoA ligase	Succinate/malate CoA ligase; organic acid metabolism
2.1.1.1	Decomposing wastes or polluting substances	Lipase_GDSL_2	Pfam	0.50	kegg_decoder+literature	producer	Lipid/ester hydrolysis	SGNH hydrolase; lipase/esterase/thioesterase; xenobiotic ester bond hydrolysis
2.1.1.1	Decomposing wastes or polluting substances	Lyase_1	Pfam	0.50	kegg_decoder+literature	producer	C-C/C-O bond cleavage	OAH superfamily carbon-oxygen lyase; aromatic compound degradation intermediates
2.1.1.1	Decomposing wastes or polluting substances	M20_dimer	Pfam	0.45	kegg_decoder+literature	producer	Peptide/xenobiotic hydrolysis	M20 dimer interface domain; co-occurs with Peptidase_M20
2.1.1.1	Decomposing wastes or polluting substances	MR_MLE_C	Pfam	0.50	kegg_decoder+literature	producer	Muconate/mandelate metabolism	Mandelate racemase/muconate lactonizing enzyme; aromatic compound degradation
2.1.1.1	Decomposing wastes or polluting substances	MR_MLE_N	Pfam	0.45	kegg_decoder+literature	producer	Mandelate racemase / MLE N	MR/MLE N-terminal; aromatic compound metabolism
2.1.1.1	Decomposing wastes or polluting substances	MaoC_dehydratas	Pfam	0.50	kegg_decoder+literature	producer	MaoC enoyl-CoA hydratase	MaoC-like dehydratase; beta-oxidation and PHA metabolism
2.1.1.1	Decomposing wastes or polluting substances	Metallophos	Pfam	0.50	kegg_decoder+literature	producer	Phosphoester hydrolysis	Calcineurin-like phosphoesterase; hydrolyzes phosphoesters including organophosphate pollutants
2.1.1.1	Decomposing wastes or polluting substances	Metallophos_2	Pfam	0.45	kegg_decoder+literature	producer	Calcineurin-like phosphoesterase 2	Metallophos variant; phosphoester hydrolysis
2.1.1.1	Decomposing wastes or polluting substances	NMO	Pfam	0.55	kegg_decoder+literature	producer	Nitronate monooxygenase	NMO; oxidizes nitronates; nitroalkane detoxification
2.1.1.1	Decomposing wastes or polluting substances	NUDIX	Pfam	0.45	kegg_decoder+literature	producer	Nucleotide/xenobiotic hydrolysis	NUDIX hydrolase; cleaves NDP-X bonds; degrades oxidized nucleotides and some xenobiotics
2.1.1.1	Decomposing wastes or polluting substances	Nitroreductase	Pfam	0.55	kegg_decoder+literature	producer	Nitroaromatic reduction	Nitroreductase; reduces nitroaromatic pollutants (TNT, nitrofurans); xenobiotic detoxification
2.1.1.1	Decomposing wastes or polluting substances	Oxidored_FMN	Pfam	0.50	kegg_decoder+literature	producer	FMN oxidoreductase	FMN-dependent oxidoreductase; old yellow enzyme family; nitroester/nitroaromatic reduction
2.1.1.1	Decomposing wastes or polluting substances	PQQ_2	Pfam	0.50	kegg_decoder+literature	producer	PQQ-dependent oxidation	PQQ-dependent dehydrogenase; glucose/alcohol oxidation; also P solubilization via organic acids
2.1.1.1	Decomposing wastes or polluting substances	Patatin	Pfam	0.50	kegg_decoder+literature	producer	Patatin-like phospholipase	Patatin PLA2; lipid degradation; hydrolyzes fatty acid esters from membrane lipids
2.1.1.1	Decomposing wastes or polluting substances	Peptidase_M1	Pfam	0.45	kegg_decoder+literature	producer	Aminopeptidase	M1 metalloaminopeptidase; broad substrate peptide hydrolysis
2.1.1.1	Decomposing wastes or polluting substances	Peptidase_M14	Pfam	0.45	kegg_decoder+literature	producer	Zn carboxypeptidase	M14 carboxypeptidase; protein C-terminal hydrolysis; peptide/xenobiotic degradation
2.1.1.1	Decomposing wastes or polluting substances	Peptidase_M20	Pfam	0.45	kegg_decoder+literature	producer	Peptide/xenobiotic hydrolysis	M20 metallopeptidase; hydrolyzes peptide bonds; some cleave quorum-sensing AHLs
2.1.1.1	Decomposing wastes or polluting substances	Peptidase_M28	Pfam	0.45	kegg_decoder+literature	producer	Aminopeptidase/carboxypeptidase	M28 metallopeptidase; broad peptide hydrolysis; protein/xenobiotic peptide turnover
2.1.1.1	Decomposing wastes or polluting substances	Peptidase_M3	Pfam	0.45	kegg_decoder+literature	producer	Thimet oligopeptidase	M3 metallopeptidase; peptide and xenobiotic peptide hydrolysis
2.1.1.1	Decomposing wastes or polluting substances	Peptidase_S9	Pfam	0.50	kegg_decoder+literature	producer	Esterase/lipase activity	S9 prolyl oligopeptidase family; includes esterases for xenobiotic hydrolysis
2.1.1.1	Decomposing wastes or polluting substances	PhyH	Pfam	0.50	kegg_decoder+literature	producer	Phytanoyl-CoA/Fe2OG dioxygenase	PhyH dioxygenase superfamily; phytanic acid degradation; branched-chain fatty acid oxidation
2.1.1.1	Decomposing wastes or polluting substances	Pirin	Pfam	0.50	kegg_decoder+literature	producer	Quercetin dioxygenase	Pirin/quercetin 2,3-dioxygenase; aromatic flavonoid ring cleavage
2.1.1.1	Decomposing wastes or polluting substances	Polyketide_cyc2	Pfam	0.45	kegg_decoder+literature	producer	Polyketide cyclase	Polyketide cyclase/dehydrase; aromatic polyketide processing
2.1.1.1	Decomposing wastes or polluting substances	Sacchrp_dh_NADP	Pfam	0.45	kegg_decoder+literature	producer	Saccharopine/sugar DH	Sugar dehydrogenase NADP-dependent; sugar oxidation
2.1.1.1	Decomposing wastes or polluting substances	Semialdhyde_dh	Pfam	0.50	kegg_decoder+literature	producer	Semialdehyde oxidation	Semialdehyde dehydrogenase; oxidizes succinic/glutamic semialdehydes; amino acid/xenobiotic catabolism
2.1.1.1	Decomposing wastes or polluting substances	Semialdhyde_dhC	Pfam	0.45	kegg_decoder+literature	producer	Semialdehyde DH C-terminal	Co-occurs with Semialdhyde_dh
2.1.1.1	Decomposing wastes or polluting substances	SnoaL_2	Pfam	0.45	kegg_decoder+literature	producer	Polyketide cyclase	SnoaL-like cyclase; polyketide/aromatic secondary metabolite processing
2.1.1.1	Decomposing wastes or polluting substances	Sulfatase	Pfam	0.60	kegg_decoder+literature	producer	Sulfate ester hydrolysis	Arylsulfatase family; cleaves sulfate esters from xenobiotics and natural substrates
2.1.1.1	Decomposing wastes or polluting substances	Sulfotransfer_3	Pfam	0.50	kegg_decoder+literature	producer	Xenobiotic sulfonation	Sulfotransferase; conjugates sulfonate to xenobiotics for detox/excretion
2.1.1.1	Decomposing wastes or polluting substances	TauD	Pfam	0.55	kegg_decoder+literature	producer	Taurine dioxygenase	TauD Fe(II)/2OG dioxygenase; taurine degradation; organosulfur xenobiotic metabolism
2.1.1.1	Decomposing wastes or polluting substances	Thiolase_C	Pfam	0.50	kegg_decoder+literature	producer	Beta-oxidation (thiolase C)	Thiolase C-terminal; co-occurs with Thiolase_N
2.1.1.1	Decomposing wastes or polluting substances	Thiolase_N	Pfam	0.50	kegg_decoder+literature	producer	Beta-oxidation (thiolase N)	Thiolase N-terminal; beta-ketothiolase; terminal step fatty acid/hydrocarbon beta-oxidation
2.1.1.1	Decomposing wastes or polluting substances	adh_short	Pfam	0.50	kegg_decoder+literature	producer	Xenobiotic reduction	Short-chain dehydrogenase/reductase SDR; diverse xenobiotic and steroid oxidoreduction
2.1.1.1	Decomposing wastes or polluting substances	adh_short_C2	Pfam	0.50	kegg_decoder+literature	producer	Xenobiotic reduction	SDR C-terminal domain; same broad xenobiotic activity
2.1.1.1	Decomposing wastes or polluting substances	p450	Pfam	0.60	kegg_decoder+literature	producer	Cytochrome P450 monooxygenase	CYP450; broad xenobiotic oxidation; hydroxylates PAHs, pharmaceuticals, steroids, alkanes
2.1.1.2	Filtering wastes or sequestering pollutants	CorC_HlyC	Pfam	0.45	kegg_decoder+literature	producer	Metal ion efflux	CorC/HlyC transporter; Mg2+/Co2+ efflux; metal homeostasis and resistance
2.1.1.2	Filtering wastes or sequestering pollutants	E1-E2_ATPase	Pfam	0.50	kegg_decoder+literature	producer	P-type ATPase metal efflux	P-type ATPase; includes CopA Cu, ZntA Zn/Cd, CadA Pb efflux pumps; heavy metal resistance
2.1.1.2	Filtering wastes or sequestering pollutants	HMA	Pfam	0.55	kegg_decoder+literature	producer	Heavy metal-associated domain	HMA Cu/Zn/Cd binding; metal chaperone; heavy metal homeostasis and resistance
2.1.1.2	Filtering wastes or sequestering pollutants	HlyD_3	Pfam	0.45	kegg_decoder+literature	producer	Type I secretion/efflux	HlyD variant; efflux adaptor protein for xenobiotic export
2.1.1.2	Filtering wastes or sequestering pollutants	HlyD_D23	Pfam	0.45	kegg_decoder+literature	producer	Type I secretion/efflux	HlyD membrane fusion protein; efflux adaptor for metals and drugs
2.1.1.2	Filtering wastes or sequestering pollutants	K00221	KO	0.80	literature:PMID:37441819	producer	Mercury detoxification	merB alkylmercury lyase; organomercury → Hg2+ for merA reduction
2.1.1.2	Filtering wastes or sequestering pollutants	K00520	KO	0.85	literature:PMID:37441819	producer	Mercury detoxification	merA mercuric reductase; Hg2+ → Hg0 volatilization; Ren et al 2023 Mar Environ Res
2.1.1.2	Filtering wastes or sequestering pollutants	K00529	KO	0.75	literature:PMID:33280938	producer	Nickel detoxification	nickel-cobalt efflux; Ni/Co resistance
2.1.1.2	Filtering wastes or sequestering pollutants	K00531	KO	0.75	literature:PMID:37441819	producer	Selenium detoxification	selenate reductase; Se reduction and sequestration
2.1.1.2	Filtering wastes or sequestering pollutants	K00537	KO	0.80	literature:PMID:36002692	producer	Arsenic detoxification	arsC arsenate reductase; As5+ → As3+ for efflux; Xiao et al 2022
2.1.1.2	Filtering wastes or sequestering pollutants	K03325	KO	0.80	literature:PMID:36002692	producer	Arsenic detoxification	arsB arsenite efflux pump; removes As3+ from cell
2.1.1.2	Filtering wastes or sequestering pollutants	K07233	KO	0.70	literature:PMID:36002692	producer	Lead/zinc resistance	pbrA lead efflux P-type ATPase; Pb resistance
2.1.1.2	Filtering wastes or sequestering pollutants	K07240	KO	0.75	literature:PMID:36002692	producer	Chromium detoxification	chrA chromate efflux transporter; Cr6+ resistance
2.1.1.2	Filtering wastes or sequestering pollutants	K07667	KO	0.70	literature:PMID:36002692	transformer	Metal-responsive regulation	cusR two-component copper response regulator
2.1.1.2	Filtering wastes or sequestering pollutants	K07787	KO	0.70	literature:PMID:36002692	producer	Metal efflux regulation	cueR Cu-sensing transcriptional activator; copper homeostasis
2.1.1.2	Filtering wastes or sequestering pollutants	K08363	KO	0.75	literature:PMID:37441819	transformer	Mercury transport	merT mercury transport protein; Hg2+ uptake for detoxification
2.1.1.2	Filtering wastes or sequestering pollutants	K16264	KO	0.75	literature:PMID:36002692	producer	Cobalt/zinc/cadmium efflux	czcA RND heavy metal efflux; Co/Zn/Cd resistance
2.1.1.2	Filtering wastes or sequestering pollutants	K17686	KO	0.75	literature:PMID:36002692	producer	Copper detoxification	copA copper-exporting P-type ATPase; Cu efflux
2.1.1.2	Filtering wastes or sequestering pollutants	K19592	KO	0.80	literature:PMID:36002692	producer	Zinc/cadmium detoxification	zntA Zn2+/Cd2+ efflux P-type ATPase; heavy metal export
2.1.1.2	Filtering wastes or sequestering pollutants	MFS_1	Pfam	0.45	kegg_decoder+literature	producer	Xenobiotic efflux	Major facilitator superfamily; drug/xenobiotic efflux transport
2.1.1.2	Filtering wastes or sequestering pollutants	MFS_3	Pfam	0.45	kegg_decoder+literature	producer	MFS efflux 3	MFS drug/xenobiotic efflux variant
2.1.1.2	Filtering wastes or sequestering pollutants	MMPL	Pfam	0.45	kegg_decoder+literature	producer	MmpL lipid/drug efflux	MmpL RND transporter; lipid and drug efflux; xenobiotic export
2.1.1.2	Filtering wastes or sequestering pollutants	MacB_PCD	Pfam	0.50	kegg_decoder+literature	producer	MacB ABC efflux	MacB macrolide/drug efflux; ABC-type pump; xenobiotic export
2.1.1.2	Filtering wastes or sequestering pollutants	MatE	Pfam	0.50	kegg_decoder+literature	producer	MATE efflux transporter	MATE multidrug/toxin efflux; Na+-driven xenobiotic export
2.1.1.2	Filtering wastes or sequestering pollutants	MerR_1	Pfam	0.50	kegg_decoder+literature	producer	Metal-sensing transcription regulator	MerR family; Hg/Cu/Zn/Cd/Pb-responsive regulator; activates metal resistance operons
2.1.1.2	Filtering wastes or sequestering pollutants	TerC	Pfam	0.50	kegg_decoder+literature	producer	Tellurium/metalloid resistance	TerC; tellurite resistance; metal and metalloid detoxification
2.3.3.2	Controlling disease	ACR_tran	Pfam	0.60	kegg_decoder+literature	inhibitor	RND multidrug efflux	AcrB/AcrD/AcrF RND transporter; primary multidrug efflux in Gram-negatives; AMR mechanism
2.3.3.2	Controlling disease	APH	Pfam	0.65	kegg_decoder+literature	inhibitor	Aminoglycoside phosphotransferase	Aminoglycoside 3'-phosphotransferase; inactivates aminoglycoside antibiotics; AMR indicator
2.3.3.2	Controlling disease	Autotransporter	Pfam	0.50	kegg_decoder+literature	inhibitor	Type Va autotransporter secretion	Autotransporter barrel; secretes adhesins, proteases, toxins; bacterial virulence
2.3.3.2	Controlling disease	Bac_surface_Ag	Pfam	0.45	kegg_decoder+literature	inhibitor	Surface antigen/virulence factor	Bacterial surface antigen; adhesin; pathogenicity and virulence indicator
2.3.3.2	Controlling disease	Beta-lactamase	Pfam	0.70	kegg_decoder+literature	inhibitor	Beta-lactam antibiotic resistance	Class A/C/D serine beta-lactamase; degrades penicillins/cephalosporins; major AMR indicator
2.3.3.2	Controlling disease	Chorismate_bind	Pfam	0.45	kegg_decoder+literature	transformer	Siderophore biosynthesis	Isochorismatase; chorismate → isochorismate for enterobactin siderophore and menaquinone
2.3.3.2	Controlling disease	DDE_3	Pfam	0.45	kegg_decoder+literature	inhibitor	DDE transposase	DDE-3 transposase; IS element mobilization; ARG dissemination
2.3.3.2	Controlling disease	DDE_Tnp_1	Pfam	0.50	kegg_decoder+literature	inhibitor	Transposase DDE domain	DDE transposase; IS element mobilization; facilitates ARG dissemination
2.3.3.2	Controlling disease	DDE_Tnp_IS240	Pfam	0.45	kegg_decoder+literature	inhibitor	IS240 transposase	IS240 DDE transposase; IS element mobility; ARG spread
2.3.3.2	Controlling disease	DDE_Tnp_IS66	Pfam	0.45	kegg_decoder+literature	inhibitor	IS66 transposase	IS66 DDE transposase; IS element mobility; facilitates ARG spread
2.3.3.2	Controlling disease	DEDD_Tnp_IS110	Pfam	0.45	kegg_decoder+literature	inhibitor	IS110 DEDD transposase	IS110 family transposase; MGE mobility
2.3.3.2	Controlling disease	HNH	Pfam	0.45	kegg_decoder+literature	inhibitor	Endonuclease/MGE	HNH endonuclease; in colicins, homing endonucleases, and phage; MGE indicator
2.3.3.2	Controlling disease	HTH_Tnp_1	Pfam	0.50	kegg_decoder+literature	inhibitor	Transposase HTH	Transposase DNA-binding; IS element mobilization; ARG dissemination
2.3.3.2	Controlling disease	HemolysinCabind	Pfam	0.50	kegg_decoder+literature	inhibitor	Hemolysin/RTX cytotoxin	Hemolysin Ca-binding repeat; RTX toxin family; bacterial virulence factor
2.3.3.2	Controlling disease	Hist_deacetyl	Pfam	0.45	kegg_decoder+literature	transformer	Histone deacetylase-like	HDAC family; acetylpolyamine aminohydrolase; some in virulence regulation
2.3.3.2	Controlling disease	IstB_IS21	Pfam	0.45	kegg_decoder+literature	inhibitor	IS21 transposase helper	IstB ATPase; IS21 element transposition; MGE mobility
2.3.3.2	Controlling disease	K00986	KO	0.55	kegg_decoder+literature	producer	Cyanophage-mediated biocontrol	cyanophage RNA-dependent RNA polymerase; phage lysis of toxigenic cyanobacteria; natural bloom biocontrol
2.3.3.2	Controlling disease	K01152	KO	0.80	literature:PMID:39203545	inhibitor	Antimicrobial resistance indicator	intI1 class 1 integron integrase; primary indicator of anthropogenic ARG pollution in water
2.3.3.2	Controlling disease	K02547	KO	0.75	literature:PMID:36002692	inhibitor	Antimicrobial resistance	mexB RND multidrug efflux pump; metal-ARG co-selection; Xiao et al 2022
2.3.3.2	Controlling disease	K05595	KO	0.80	literature:PMID:41202544	inhibitor	Antimicrobial resistance	mecA PBP2a; methicillin resistance indicator in water
2.3.3.2	Controlling disease	K06158	KO	0.60	kegg_decoder+literature	inhibitor	Multidrug efflux outer membrane channel	TolC outer membrane channel; AcrAB-TolC efflux system; core AMR component
2.3.3.2	Controlling disease	K07552	KO	0.75	literature:PMID:41202544	inhibitor	Antimicrobial resistance	qnrS pentapeptide repeat quinolone resistance
2.3.3.2	Controlling disease	K11927	KO	0.55	kegg_decoder+literature	inhibitor	Bacterial virulence/competition	VgrG T6SS spike protein; effector delivery; pathogenicity and bacterial warfare indicator
2.3.3.2	Controlling disease	K12132	KO	0.60	kegg_decoder+literature	inhibitor	Horizontal gene transfer	virB4 type IV secretion system ATPase; conjugative DNA transfer; ARG dissemination facilitator
2.3.3.2	Controlling disease	K16068	KO	0.85	literature:PMID:35438519	inhibitor	Cyanotoxin biosynthesis	mcyA microcystin synthetase; hepatotoxin production in freshwater; Yancey et al 2022
2.3.3.2	Controlling disease	K16069	KO	0.85	literature:PMID:35438519	inhibitor	Cyanotoxin biosynthesis	mcyB microcystin synthetase; structural variant determination
2.3.3.2	Controlling disease	K16070	KO	0.85	literature:PMID:39947845	inhibitor	Cyanotoxin biosynthesis	mcyE microcystin synthetase; key marker for MC-producing cyanobacteria; Jeon et al 2025
2.3.3.2	Controlling disease	K16071	KO	0.80	literature:PMID:35438519	inhibitor	Cyanotoxin biosynthesis	mcyD microcystin synthetase polyketide synthase
2.3.3.2	Controlling disease	K16072	KO	0.80	literature:PMID:35438519	inhibitor	Cyanotoxin biosynthesis	mcyG microcystin synthetase starter unit
2.3.3.2	Controlling disease	K17680	KO	0.65	kegg_decoder+literature	inhibitor	Multidrug efflux	AcrB/MexB RND efflux pump; confers intrinsic multidrug resistance; core AMR mechanism
2.3.3.2	Controlling disease	K17836	KO	0.80	literature:PMID:41202544	inhibitor	Antimicrobial resistance	blaTEM class A beta-lactamase; major ARG in freshwater; Zhang et al 2025
2.3.3.2	Controlling disease	K18220	KO	0.80	literature:PMID:26441948	inhibitor	Antimicrobial resistance	sul1 sulfonamide resistance dihydropteroate synthase; widespread ARG indicator; Tan et al 2015
2.3.3.2	Controlling disease	K18221	KO	0.80	literature:PMID:26441948	inhibitor	Antimicrobial resistance	sul2 sulfonamide resistance dihydropteroate synthase; mobile ARG
2.3.3.2	Controlling disease	K18519	KO	0.80	literature:PMID:41202544	inhibitor	Antimicrobial resistance	vanA D-alanine--D-lactate ligase; vancomycin resistance indicator
2.3.3.2	Controlling disease	K18590	KO	0.75	literature:PMID:38924952	inhibitor	Antimicrobial resistance	tetM tetracycline resistance ribosomal protection; Lu et al 2024 Water Res
2.3.3.2	Controlling disease	K18828	KO	0.50	kegg_decoder+literature	producer	CRISPR antiphage defense	cas10/csm1 type III CRISPR effector; defense against cyanophages; community stability
2.3.3.2	Controlling disease	K18831	KO	0.50	kegg_decoder+literature	producer	CRISPR antiphage defense	csm3/cmr4 CRISPR RNA-targeting; antiphage defense in cyanobacteria
2.3.3.2	Controlling disease	K18843	KO	0.75	literature:PMID:38924952	inhibitor	Antimicrobial resistance	tetW tetracycline resistance ribosomal protection
2.3.3.2	Controlling disease	K19092	KO	0.55	kegg_decoder+literature	inhibitor	Gas vesicle-mediated bloom formation	gvpC gas vesicle reinforcement; stabilizes vesicles for bloom buoyancy
2.3.3.2	Controlling disease	K19689	KO	0.90	literature:PMID:26999203	producer	Microcystin degradation	mlrA microcystinase; linearizes cyclic microcystins; key MC degradation enzyme; Dziga et al 2016
2.3.3.2	Controlling disease	K19690	KO	0.85	literature:PMID:26999203	producer	Microcystin degradation	mlrB serine protease; cleaves linearized MC to tetrapeptide; Dziga et al 2016
2.3.3.2	Controlling disease	K19691	KO	0.85	literature:PMID:41003510	producer	Microcystin degradation	mlrC metallopeptidase; further degrades MC intermediates to Adda; Ding et al 2025
2.3.3.2	Controlling disease	K19692	KO	0.80	literature:PMID:39842765	producer	Microcystin degradation	mlrD MC transport protein; PTR2 family; imports MC for degradation; Li et al 2025
2.3.3.2	Controlling disease	K21304	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis	sxtA saxitoxin synthetase; paralytic shellfish toxin producer
2.3.3.2	Controlling disease	K21636	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis	cyrA cylindrospermopsin synthetase; freshwater cyanotoxin; Hart et al 2025
2.3.3.2	Controlling disease	K21637	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis	cyrB cylindrospermopsin amidinotransferase
2.3.3.2	Controlling disease	K28279	KO	0.60	kegg_decoder+literature	inhibitor	Gas vesicle-mediated bloom formation	gvpA/gvpB gas vesicle structural protein; enables cyanobacterial surface bloom and toxin exposure
2.3.3.2	Controlling disease	Lactamase_B	Pfam	0.65	kegg_decoder+literature	inhibitor	Beta-lactamase	Metallo-beta-lactamase fold; B1/B2/B3 carbapenemases; broad antibiotic resistance indicator
2.3.3.2	Controlling disease	Lactamase_B_2	Pfam	0.60	kegg_decoder+literature	inhibitor	Metallo-beta-lactamase variant	MBL superfamily variant; some confer carbapenem resistance; AMR indicator
2.3.3.2	Controlling disease	LytTR	Pfam	0.45	kegg_decoder+literature	inhibitor	Virulence/biofilm regulator	LytTR response regulator; controls virulence, competence, biofilm in pathogens
2.3.3.2	Controlling disease	Phage_int_SAM_1	Pfam	0.45	kegg_decoder+literature	inhibitor	Phage integrase SAM-like	Phage/prophage integrase
2.3.3.2	Controlling disease	Phage_int_SAM_5	Pfam	0.45	kegg_decoder+literature	inhibitor	Phage integrase SAM variant 5	Phage integrase variant
2.3.3.2	Controlling disease	Phage_integrase	Pfam	0.55	kegg_decoder+literature	inhibitor	Horizontal gene transfer	Phage integrase; prophage integration and HGT; ARG mobilization facilitator
2.3.3.2	Controlling disease	Phage_portal	Pfam	0.45	kegg_decoder+literature	inhibitor	Phage portal protein	Phage DNA packaging portal; phage lifecycle indicator; phage predation
2.3.3.2	Controlling disease	RVT_1	Pfam	0.45	kegg_decoder+literature	inhibitor	Reverse transcriptase / retroelement	Group II intron RT; retroelement; facilitates genetic mobility and HGT
2.3.3.2	Controlling disease	RVT_2	Pfam	0.45	kegg_decoder+literature	inhibitor	Reverse transcriptase 2	Group II intron/retron RT; retroelement mobility
2.3.3.2	Controlling disease	Resolvase	Pfam	0.45	kegg_decoder+literature	inhibitor	Site-specific recombinase	Resolvase/invertase; resolves transposon cointegrates; ARG mobilization
2.3.3.2	Controlling disease	Secretin	Pfam	0.50	kegg_decoder+literature	inhibitor	Type II/III secretion pore	Secretin outer membrane pore; T2SS/T3SS effector/toxin secretion; virulence
2.3.3.2	Controlling disease	T2SSE	Pfam	0.45	kegg_decoder+literature	inhibitor	Type II secretion system	T2SS pseudopilus; secretes toxins and hydrolases; virulence-associated
2.3.3.2	Controlling disease	Transpeptidase	Pfam	0.45	kegg_decoder+literature	inhibitor	PBP / beta-lactam target	Transpeptidase/PBP; target of beta-lactam antibiotics; PBP mutations confer resistance
2.3.3.2	Controlling disease	Transposase_20	Pfam	0.45	kegg_decoder+literature	inhibitor	Transposase	Transposase family 20; IS element mobilization; facilitates HGT and ARG spread
